journal,title,year,doi,novel_taxon,geography,age1,age2
Palaeontology,"Pleurotomaria DeFrance, 1826 (Gastropoda, Mollusca) from the Lower Bajocian (Middle Jurassic) sediments of Luxembourg, with considerations on its systematics, evolution and palaeobiogeographical history",2013,10.1111/pala.12014,Pleurotomaria faberi,Luxembourg,Mesozoic,Jurassic
Palaeontology,"Origin and evolution of the Pseudorhyncocyonidae, a European Paleogene family of insectivorous placental mammals",2013,10.1111/pala.12018,Fordonia lawsoni,United Kingdom,Cenozoic,Eocene
Palaeontology,"Origin and evolution of the Pseudorhyncocyonidae, a European Paleogene family of insectivorous placental mammals",2013,10.1111/pala.12018,Leptictidium prouti,United Kingdom,Cenozoic,Eocene
Palaeontology,"Mass mortality of an asteriid starfish (Forcipulatida, Asteroidea, Echinodermata) from the late Maastrichtian (Late Cretaceous) of Morocco",2013,10.1111/pala.12002,Cretasterias reticulatus,Morocco,Mesozoic,Cretaceous
Palaeontology,New fossil mantidflies (Insecta: Neuroptera: Mantispidae) from the Mesozoic of north-eastern China,2013,10.1111/pala.12005,Archaeodrepanicus nuddsi,China,Mesozoic,Cretaceous
Palaeontology,New fossil mantidflies (Insecta: Neuroptera: Mantispidae) from the Mesozoic of north-eastern China,2013,10.1111/pala.12005,Archaeodrepanicus acutus,China,Mesozoic,Cretaceous
Palaeontology,New fossil mantidflies (Insecta: Neuroptera: Mantispidae) from the Mesozoic of north-eastern China,2013,10.1111/pala.12005,Sinomesomantispa microdentata,China,Mesozoic,Cretaceous
Palaeontology,New fossil mantidflies (Insecta: Neuroptera: Mantispidae) from the Mesozoic of north-eastern China,2013,10.1111/pala.12005,Clavifemora rotundata,China,Mesozoic,Cretaceous
Palaeontology,"An appraisal of the fossil record for the Cirolanidae (Malacostraca: Peracarida: Isopoda: Cymothoida), with a description of a new cirolanid isopod crustacean from the early Miocene of the Vienna Basin (Western Carpathians)",2013,10.1111/pala.12006,Cirolana feldmanni,Slovakia,Cenozoic,Miocene
Palaeontology,"A new Patagonian species of Cricosaurus (Crocodyliformes, Thalattosuchia): first evidence of Cricosaurus in Middle–Upper Tithonian lithographic limestone from Gondwana",2013,10.1111/pala.12010,Cricosaurus lithographicus,Argentina,Mesozoic,Jurassic
Palaeontology,A Triassic seed with an angiosperm-like wind dispersal mechanism,2013,10.1111/pala.12049,Edenia villisperma,United States,Mesozoic,Triassic
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Palpebralia initialis,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Palpebralia pustulata,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Rudybole depressa,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Palpebralina pseudopalpebralis,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Palpebralina minor,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Palpebralia ocellifer,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Canningbole latimargo,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Canningbole henwoodi,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Canningbole macromma,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Chlupaciparia planiops,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Chlupaciparia australis,Australia,Paleozoic,Devonian
Palaeontology,"Patterns of evolution and extinction in proetid trilobites during the late Devonian mass extinction event, Canning Basin, Western Australia",2013,10.1111/j.1475-4983.2012.01191.x,Chlupaciparia lata,Australia,Paleozoic,Devonian
Palaeontology,"A 17-element conodont apparatus from the Soom Shale Lagerstätte (Upper Ordovician), South Africa",2013,10.1111/j.1475-4983.2012.01194.x,Notiodella keblon,South Africa,Paleozoic,Ordovician
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Glikmanius culmenis,Oman,Paleozoic,Permian
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Omanoselache hendersoni,Oman,Paleozoic,Permian
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Omanoselache angiolinii,Oman,Paleozoic,Permian
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Reesodus underwoodi,Oman,Paleozoic,Permian
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Teresodus amplexus,Oman,Paleozoic,Permian
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Khuffia lenis,Oman,Paleozoic,Permian
Palaeontology,"A new diverse shark fauna from the Wordian (Middle Permian) Khuff Formation in the interior Haushi-Huqf area, Sultanate of Oman",2013,10.1111/j.1475-4983.2012.01199.x,Khuffia prolixa,Oman,Paleozoic,Permian
Palaeontology,A new view on Nematothallus: coralline red algae from the Silurian of Gotland,2013,10.1111/j.1475-4983.2012.01203.x,Nematothallopsis gotlandii,Sweden,Paleozoic,Silurian
Palaeontology,"Palaeoecology of the mid-Cretaceous siphonate bivalve genus Goshoraia (Mollusca, Veneridae) from Japan",2013,10.1111/j.1475-4983.2012.01206.x,Goshoraia maedai,Japan,Mesozoic,Cretaceous
Palaeontology,"The ontogeny of cinctans (stem-group Echinodermata) as revealed by a new genus, GraciaCystis, from the middle Cambrian of Spain",2013,10.1111/j.1475-4983.2012.01207.x,Graciacystis ambigua,Spain,Paleozoic,Cambrian
Palaeontology,Morphology and phylogenetic interpretation of a new Cambrian edrioasteroid (Echinodermata) from Spain,2013,10.1111/j.1475-4983.2012.01209.x,Aragocystites belli,Spain,Paleozoic,Cambrian
Palaeontology,New anatomical information on Anomalocaris from the Cambrian Emu Bay Shale of South Australia and a reassessment of its inferred predatory habits,2013,10.1111/pala.12029,,,,
Palaeontology,A presumed spelaeogriphacean crustacean from an upper Barremian wetland (Las Hoyas; Lower Cretaceous; Central Spain),2013,10.1111/j.1475-4983.2012.01144.x,Spinogriphus ibericus,Spain,Mesozoic,Cretaceous
Palaeontology,"A new genus of the family Panfiloviidae (Insecta, Neuroptera) from the Middle Jurassic of China",2013,10.1111/j.1475-4983.2012.01157.x,Epipanfilovia oviformis,China,Mesozoic,Jurassic
Palaeontology,"High-latitude Hirnantian (latest Ordovician) brachiopods from the Eusebio Ayala Formation of Paraguay, Paraná Basin",2013,10.1111/j.1475-4983.2012.01158.x,Arenorthis paranaensis,Paraguay,Paleozoic,Ordovician
Palaeontology,"High-latitude Hirnantian (latest Ordovician) brachiopods from the Eusebio Ayala Formation of Paraguay, Paraná Basin",2013,10.1111/j.1475-4983.2012.01158.x,Plectothyrella itacurubiensis,Paraguay,Paleozoic,Ordovician
Palaeontology,New species of the genus Plesiolacerta (Squamata: Lacertidae) from the upper Oligocene (MP28) of Southern Germany and a revision of the type species Plesiolacerta lydekkeri,2013,10.1111/j.1475-4983.2012.01167.x,Plesiolacerta lydekkeri,Germany,Cenozoic,Oligocene
Palaeontology,"Taxonomic revision of Isocetus depauwi (Mammalia, Cetacea, Mysticeti) and the phylogenetic relationships of archaic ‘cetothere’ mysticetes",2013,10.1111/j.1475-4983.2012.01168.x,Parietobalaena campiniana,Belgium,Cenozoic,Miocene
Palaeontology,"A new miocene lacustrine mollusc fauna of the Dinaride Lake System and its palaeobiogeographic, palaeoecologic and taxonomic implications",2013,10.1111/j.1475-4983.2012.01171.x,Bania obliquaecostata,Bosnia and Herzegovina,Cenozoic,Miocene
Palaeontology,"A new miocene lacustrine mollusc fauna of the Dinaride Lake System and its palaeobiogeographic, palaeoecologic and taxonomic implications",2013,10.1111/j.1475-4983.2012.01171.x,Melanopsis corici,Bosnia and Herzegovina,Cenozoic,Miocene
Palaeontology,"A new miocene lacustrine mollusc fauna of the Dinaride Lake System and its palaeobiogeographic, palaeoecologic and taxonomic implications",2013,10.1111/j.1475-4983.2012.01171.x,Nematurella vrabaci,Bosnia and Herzegovina,Cenozoic,Miocene
Palaeontology,"A new miocene lacustrine mollusc fauna of the Dinaride Lake System and its palaeobiogeographic, palaeoecologic and taxonomic implications",2013,10.1111/j.1475-4983.2012.01171.x,Prososthenia diaphoros,Bosnia and Herzegovina,Cenozoic,Miocene
Palaeontology,"A new miocene lacustrine mollusc fauna of the Dinaride Lake System and its palaeobiogeographic, palaeoecologic and taxonomic implications",2013,10.1111/j.1475-4983.2012.01171.x,Prososthenia undocostata,Bosnia and Herzegovina,Cenozoic,Miocene
Palaeontology,Osteology and relationships of Thaiichthys nov. gen.: a Ginglymodi from the Late Jurassic – Early Cretaceous of Thailand,2013,10.1111/j.1475-4983.2012.01184.x,Thaiichthys buddhabutrensis,Thailand,Mesozoic,Cretaceous
Palaeontology,"Snipe flies (Diptera: Rhagionidae) from the Daohugou Formation (Jurassic), Inner Mongolia, and the systematic position of related records in China",2013,10.1111/j.1475-4983.2012.01192.x,Daohugorhagio elongatus,China,Mesozoic,Jurassic
Palaeontology,"Snipe flies (Diptera: Rhagionidae) from the Daohugou Formation (Jurassic), Inner Mongolia, and the systematic position of related records in China",2013,10.1111/j.1475-4983.2012.01192.x,Parachrysopilus jurassicus,China,Mesozoic,Jurassic
Palaeontology,"Snipe flies (Diptera: Rhagionidae) from the Daohugou Formation (Jurassic), Inner Mongolia, and the systematic position of related records in China",2013,10.1111/j.1475-4983.2012.01192.x,Sinorhagio sinuatus,China,Mesozoic,Jurassic
Palaeontology,"Snipe flies (Diptera: Rhagionidae) from the Daohugou Formation (Jurassic), Inner Mongolia, and the systematic position of related records in China",2013,10.1111/j.1475-4983.2012.01192.x,Trichorhagio gregarius,China,Mesozoic,Jurassic
Palaeontology,"Galvechelone lopezmartinezae gen. et sp. nov., a new cryptodiran turtle in the Lower Cretaceous of Europe",2012,10.1111/j.1475-4983.2012.01154.x,Galvechelone lopezmartinezae,Spain,Mesozoic,Cretaceous
Palaeontology,Lepadiform and scalpelliform barnacles from the Oligocene and Miocene of the Paratethys sea,2012,10.1111/j.1475-4983.2012.01155.x, Scalpellum paratethyianum,Slovakia,Cenozoic,Miocene
Palaeontology,Lepadiform and scalpelliform barnacles from the Oligocene and Miocene of the Paratethys sea,2012,10.1111/j.1475-4983.2012.01155.x,Lepas sattmanni,Austria,Cenozoic,Miocene
Palaeontology,"A new large philisid (Mammalia, Chiroptera, Vespertilionoidea) from the late Early Eocene of Chambi, Tunisia",2012,10.1111/j.1475-4983.2012.01160.x,Witwatia sigei ,Tunisia,Cenozoic,Eocene
Palaeontology,"New stem elephant-shrews (Mammalia, Macroscelidea) from the Eocene of Dur At-Talah, Libya",2012,10.1111/j.1475-4983.2012.01163.x,Eotmantsoius perseverans,Libya,Cenozoic,Eocene
Palaeontology,"New stem elephant-shrews (Mammalia, Macroscelidea) from the Eocene of Dur At-Talah, Libya",2012,10.1111/j.1475-4983.2012.01163.x,Nementchatherium rathbuni,Libya,Cenozoic,Eocene
Palaeontology,The architecture of Ediacaran Fronds,2012,10.1111/j.1475-4983.2012.01164.x,,,,
Palaeontology,"The fossil record of Glypturus Stimpson, 1866 (Crustacea, Decapoda, Axiidea, Callianassidae) revisited, with notes on palaeoecology and palaeobiogeography",2012,10.1111/j.1475-4983.2012.01169.x,,,,
Palaeontology,"Decapod Crustacea from the Agrio Formation (Lower Cretaceous) of the Neuquén Basin, Argentina",2012,10.1111/j.1475-4983.2012.01175.x,Palaeohomarus pacificus,Argentina,Mesozoic,Cretaceous
Palaeontology,"Olenekian (Early Triassic) bivalves from the Salt Range and Surghar Range, Pakistan",2012,10.1111/j.1475-4983.2012.01176.x,Palaeoneilo fortistriata,Pakistan,Mesozoic,Triassic
Palaeontology,"A new homosporous, arborescent lycopsid from the Middle Devonian of Xinjiang, Northwest China",2012,10.1111/j.1475-4983.2012.01177.x,Hoxtolgaya robusta,China,Paleozoic,Devonian
Palaeontology,The origin of multiplacophorans – convergent evolution in Aculiferan molluscs,2012,10.1111/j.1475-4983.2012.01180.x,Protobalanus spinicoronatus,United States,Paleozoic,Devonian
Palaeontology,The origin of multiplacophorans – convergent evolution in Aculiferan molluscs,2012,10.1111/j.1475-4983.2012.01180.x,Hannestheronia australis,South Africa,Paleozoic,Devonian
Palaeontology,Early Triassic conodont clusters from South China: revision of the architecture of the 15 element apparatuses of the superfamily Gondolelloidea,2012,10.1111/j.1475-4983.2012.01174.x,,,,
Palaeontology,First record of an Early Barremian caprinid rudist from Japan – implications for the palaeobiogeography of the Caprinidae (Bivalvia),2012,10.1111/j.1475-4983.2012.01156.x,Pachytraga tanakahitoshii,Japan,Mesozoic,Cretaceous
Palaeontology,Micro-computed tomography reveals a diversity of Peramuran mammals from the Purbeck Group (Berriasian) of England,2012,10.1111/j.1475-4983.2012.01161.x,Peramuroides tenuiscus,United Kingdom,Mesozoic,Cretaceous
Palaeontology,"Taxonomical and biostratigraphical significance of the North African radiolitid rudist bivalve Praeradiolites biskraensis (Coquand, 1880)",2012,10.1111/j.1475-4983.2012.01133.x,,,,
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Radnorscolex bwlchi,United Kingdom,Paleozoic,Ordovician
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Aggerscolex murchisoni,United Kingdom,Paleozoic,Ordovician
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Bullascolex inserere,United Kingdom,Paleozoic,Ordovician
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Wernia eximia,United Kingdom,Paleozoic,Ordovician
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Ulexiscolex ormrodi,United Kingdom,Paleozoic,Ordovician
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Pluoscolex linearis,United Kingdom,Paleozoic,Ordovician
Palaeontology,Diverse middle Ordovician palaeoscolecidan worms from the Builth-Llandrindod Inlier of central Wales,2012,10.1111/j.1475-4983.2012.01135.x,Loriciscolex cuspidus,United Kingdom,Paleozoic,Ordovician
Palaeontology,"Squatiniformes (Chondrichthyes, Neoselachii) from the Late Cretaceous of southern England and northern France with redescription of the holotype of Squatina cranei Woodward, 1888",2012,10.1111/j.1475-4983.2012.01140.x,Parasquatina justinensis,France,Mesozoic,Cretaceous
Palaeontology,"Squatiniformes (Chondrichthyes, Neoselachii) from the Late Cretaceous of southern England and northern France with redescription of the holotype of Squatina cranei Woodward, 1888",2012,10.1111/j.1475-4983.2012.01140.x,Parasquatina jarvisi,United Kingdom,Mesozoic,Cretaceous
Palaeontology,New birkeniid anaspid from the Lower Devonian of Scotland and its phylogenetic implications,2012,10.1111/j.1475-4983.2012.01142.x,Kerreralepis carinata,Scotland,Paleozoic,Devonian
Palaeontology,"Spore assemblages from the Lower Devonian Xujiachong Formation from Qujing, Yunnan, China",2012,10.1111/j.1475-4983.2012.01143.x,Aneurospora xujiachongensis,China,Paleozoic,Devonian
Palaeontology,"Spore assemblages from the Lower Devonian Xujiachong Formation from Qujing, Yunnan, China",2012,10.1111/j.1475-4983.2012.01143.x,Chelinospora ouyangii,China,Paleozoic,Devonian
Palaeontology,"Spore assemblages from the Lower Devonian Xujiachong Formation from Qujing, Yunnan, China",2012,10.1111/j.1475-4983.2012.01143.x,Camptozonotriletes luii,China,Paleozoic,Devonian
Palaeontology,"Spore assemblages from the Lower Devonian Xujiachong Formation from Qujing, Yunnan, China",2012,10.1111/j.1475-4983.2012.01143.x,Leiozonospora xichongensis,China,Paleozoic,Devonian
Palaeontology,"A tiny lizard (Lepidosauria, Squamata) from the Lower Cretaceous of Spain",2012,10.1111/j.1475-4983.2012.01145.x,Jucaraseps grandipes,Spain,Mesozoic,Cretaceous
Palaeontology,Fossil amoebae (Hemiarcherellidae fam. nov.) from Albian (Cretaceous) amber of France,2012,10.1111/j.1475-4983.2012.01147.x,Hemiarcherella christellae ,France,Mesozoic,Cretaceous
Palaeontology,"New palaeoscolecid worms from the Furongian (upper Cambrian) of Hunan, South China: is Markuelia an embryonic palaeoscolecid?",2012,10.1111/j.1475-4983.2012.01148.x,Dispinoscolex decorus,China,Paleozoic,Cambrian
Palaeontology,"New palaeoscolecid worms from the Furongian (upper Cambrian) of Hunan, South China: is Markuelia an embryonic palaeoscolecid?",2012,10.1111/j.1475-4983.2012.01148.x,Schistoscolex hunanensis,China,Paleozoic,Cambrian
Palaeontology,"Taxonomy, morphology and phylogeny of Late Cretaceous spirulid coleoids (Cephalopoda) from Greenland and Canada",2012,10.1111/j.1475-4983.2011.01125.x,Cyrtobelus birkelundae,Greenland,Mesozoic,Cretaceous
Palaeontology,"Taxonomy, morphology and phylogeny of Late Cretaceous spirulid coleoids (Cephalopoda) from Greenland and Canada",2012,10.1111/j.1475-4983.2011.01125.x,Cyrtobelus hornbyense,Canada,Mesozoic,Cretaceous
Palaeontology,Chondrichthyan-like scales from the Middle Ordovician of Australia,2012,10.1111/j.1475-4983.2012.01127.x,Tantalepis gatehousei,Australia,Paleozoic,Ordovician
Palaeontology,Mesozoic Trachypachidae (Insecta: Coleoptera) from China,2012,10.1111/j.1475-4983.2012.01128.x,Eodromeus robustus,China,Mesozoic,Jurassic
Palaeontology,Mesozoic Trachypachidae (Insecta: Coleoptera) from China,2012,10.1111/j.1475-4983.2012.01128.x,Eodromeus daohugouensis,China,Mesozoic,Jurassic
Palaeontology,Mesozoic Trachypachidae (Insecta: Coleoptera) from China,2012,10.1111/j.1475-4983.2012.01128.x,Unda chifengensis,China,Mesozoic,Jurassic
Palaeontology,Mesozoic Trachypachidae (Insecta: Coleoptera) from China,2012,10.1111/j.1475-4983.2012.01128.x,Sinodromeus liutiaogouensis,China,Mesozoic,Cretaceous
Palaeontology,"Echinoderm faunas from the Lower Cretaceous (Aptian–Albian) of Alexander Island, Antarctica",2012,10.1111/j.1475-4983.2012.01129.x,Australidiadema alexanderi,Antarctica,Mesozoic,Cretaceous
Palaeontology,"Echinoderm faunas from the Lower Cretaceous (Aptian–Albian) of Alexander Island, Antarctica",2012,10.1111/j.1475-4983.2012.01129.x, Notidisaster subitus,Antarctica,Mesozoic,Cretaceous
Palaeontology,"Echinoderm faunas from the Lower Cretaceous (Aptian–Albian) of Alexander Island, Antarctica",2012,10.1111/j.1475-4983.2012.01129.x,Hemipedina taylori,Antarctica,Mesozoic,Cretaceous
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Australoscutellum iota,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Australoscutellum microps,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Australoscutellum pulex,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Australoscutellum iota,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Australoscutellum trica,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Borenoria cirrita,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Decoroscutellum planes,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Eoscutellum annosum,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Illaenoscutellum tryo,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum borenorense,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum crassum,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum diascetum,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum gephyricum,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum guttulatum,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum serangicum,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Japonoscutellum strabo,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Kosovopeltis trepida,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Kosovopeltis xynon,Australia,Paleozoic,Silurian
Palaeontology,Scutelluid trilobites from the Silurian of New South Wales,2012,10.1111/j.1475-4983.2012.01132.x,Mirrabooka harryi,Australia,Paleozoic,Silurian
Palaeontology,Permian bryophytes of Western Gondwanaland from the Paraná Basin in Brazil,2012,10.1111/j.1475-4983.2011.01111.x,Capimirinus riopretensis,Brazil,Paleozoic,Permian
Palaeontology,Permian bryophytes of Western Gondwanaland from the Paraná Basin in Brazil,2012,10.1111/j.1475-4983.2011.01111.x,Yguajemanus yucapirus,Brazil,Paleozoic,Permian
Palaeontology,"Cincinnetina, a new Late Ordovician dalmanellid brachiopod from the Cincinnati type area, USA: implications for the evolution and palaeogeography of the epicontinental fauna of Laurentia",2012,10.1111/j.1475-4983.2011.01113.x,Cincinnetina minnesotensis,United States,Paleozoic,Ordovician
Palaeontology,"A new species of long-snouted lungfish from the Late Devonian of Australia, and its functional and biogeographical implications",2012,10.1111/j.1475-4983.2011.01118.x,Rhinodipterus kimberleyensis,Australia,Paleozoic,Devonian
Palaeontology,"New Orchestina Simon, 1882 (Araneae: Oonopidae) from Cretaceous ambers of Spain and France: first spiders described using phase-contrast X-ray synchrotron microtomography",2012,10.1111/j.1475-4983.2011.01123.x,Orchestina gappi,France,Mesozoic,Cretaceous
Palaeontology,"New Orchestina Simon, 1882 (Araneae: Oonopidae) from Cretaceous ambers of Spain and France: first spiders described using phase-contrast X-ray synchrotron microtomography",2012,10.1111/j.1475-4983.2011.01123.x,Orchestina rabagensis,Spain,Mesozoic,Cretaceous
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Bolbozoe acuta,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Bolbozoe acuta,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Bolbozoe rugosa,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Bolbozoe parvafraga,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Parabolbozoe armoricana,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Silurocypridina retroreticulata,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Silurocypridina variostriata,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Silurocypridina calva,France,Paleozoic,Silurian
Palaeontology,Silurian bolbozoids and cypridinids (Myodocopa) from Europe: pioneer pelagic ostracods,2011,10.1111/j.1475-4983.2011.01096.x,Calocaria robusta,France,Paleozoic,Silurian
Palaeontology,Problematic megafossils in Cambrian palaeosols of South Australia,2011,10.1111/j.1475-4983.2011.01099.x,Prasinema gracile,Australia,Paleozoic,Cambrian
Palaeontology,Problematic megafossils in Cambrian palaeosols of South Australia,2011,10.1111/j.1475-4983.2011.01099.x,Prasinema nodosum,Australia,Paleozoic,Cambrian
Palaeontology,Problematic megafossils in Cambrian palaeosols of South Australia,2011,10.1111/j.1475-4983.2011.01099.x,Erytholus globosus,Australia,Paleozoic,Cambrian
Palaeontology,Problematic megafossils in Cambrian palaeosols of South Australia,2011,10.1111/j.1475-4983.2011.01099.x,Prasinema adunatum,Australia,Paleozoic,Cambrian
Palaeontology,"A new Late Jurassic turtle from Spain: phylogenetic implications, taphonomy and palaeoecology",2011,10.1111/j.1475-4983.2011.01100.x,Hispaniachelys prebetica,Spain,Mesozoic,Jurassic
