,journal,title,year,doi,novel_taxon,geography,age1,age2,genus_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,genus_y,Plantae,Animalia,Bilateria,Deuterostomia,Protostomia,Brachiopoda,Echinodermata,Gastropoda,Mollusca,Arthropoda,Insecta,Ostracoda,Trilobita,Chordata,Vertebrata,Actinopterygii,Chondrichthyes,Tetrapodomorpha,Tetrapoda,Amniota,Diapsida,Synapsida,Therapsida,Sauropsida,Squamata,Archosauromorpha,Testudinata,Pseudosuchia,Pterosauria,Dinosauromorpha,Dinosauria,Ornithischia,Saurischia,Theropoda,Mammaliaformes,Marsupialiformes,Placentalia,Primates,Carnivora,Rodentia,Artiodactyla,Perissodactyla,Theria,Avialae,Aves,classification,publication_year_bin
554,Nature,A therizinosauroid dinosaur with integumentary structures from China,1999,10.1038/20670,Beipiaosaurus inexpectus,China,Mesozoic,Cretaceous,Beipiaosaurus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptoriformes,Therizinosauria,Therizinosauroidea,Beipiaosaurus,,,,,,,,,,,,Beipiaosaurus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",1995-1999
555,Nature,A new symmetrodont mammal from China and its implications for mammalian evolution,1997,10.1038/36505,Zhangheotherium quinquecuspidens,China,Mesozoic,Cretaceous,Zhangheotherium,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Theriamorpha,Theriiformes,Trechnotheria,Spalacotherioidea,Zhangheotheriidae,Zhangheotherium,,,,,,,,,,,,,,,,,,,,,,,,,Zhangheotherium,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Non-therian mammaliaforms,
556,Nature,The first Cretaceous bird from Madagascar,1996,10.1038/382532a0,Vorona berivotrensis,Madagascar,Mesozoic,Cretaceous,Vorona,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Ornithothoraces,Ornithuromorpha,Vorona,,,,,,,,,,,Vorona,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,"Dinosaurs, saurischians (avians)",
557,Nature,Foot posture in a primitive pterosaur,1998,10.1038/36092,Dimorphodon weintraubi,Mexico,Mesozoic,Jurassic,Dimorphodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Pterosauromorpha,Pterosauria,Macronychoptera,Dimorphodontidae,Dimorphodon,,,,,,,,,,,,,,,,,,,,Dimorphodon,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pterosaurs,
558,Nature,Cosmopolitanism among Gondwanan Late Cretaceous mammals,1997,10.1038/37343,Lavanify miolaka,Madagascar,Mesozoic,Cretaceous,Lavanify,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Gondwanatheria,Sudamericidae,Lavanify,,,,,,,,,,,,,,,,,,,,,,,,,,,Lavanify,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Non-therian mammaliaforms,
559,Nature,The earliest known tyrannosaur from the Lower Cretaceous of Thailand,1996,10.1038/381689a0,Siamotyrannus isanensis,Thailan,Mesozoic,Cretaceous,Siamotyrannus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Allosauroidea,Metriacanthosauridae,Metriacanthosaurinae,Siamotyrannus,,,,,,,,,,,,,Siamotyrannus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",
560,Science,Predatory Dinosaurs from the Sahara and Late Cretaceous Faunal Differentiation,1996,10.1126/science.272.5264.986,Deltadromeus agilis,Morocco,Mesozoic,Cretaceous,Deltadromeus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Ceratosauria,Noasauridae,Deltadromeus,,,,,,,,,,,,,,,Deltadromeus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",
561,Science,Late Triassic Turtles from South America,1995,10.1126/science.268.5212.855,Palaeochersis talampayensis,Argentina,Mesozoic,Triassic,Palaeochersis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Testudinata,Palaeochersis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palaeochersis,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Turtles,
562,Science,A Crested Theropod Dinosaur from Antarctica,1994,10.1126/science.264.5160.828,Cryolophosaurus ellioti,Antarctica,Mesozoic,Jurassic,Cryolophosaurus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Cryolophosaurus,,,,,,,,,,,,,,,,Cryolophosaurus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",
563,Science,A Devonian Tetrapod from North America,1994,10.1126/science.265.5172.639,Hynerpeton bassetti,United States of America,Paleozoic,Devonian,Hynerpeton,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Hynerpeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hynerpeton,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Stem tetrapods,
564,Nature,Primitive fossil rodent from Inner Mongolia and its implications for mammalian phylogeny,1994,10.1038/370134a0,Tribosphenomys minutus,China,Cenozoic,Paleocene,Tribosphenomys,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Gliriformes,Glires,Simplicidentata,Rodentia,Alagomyidae,Tribosphenomys,,,,,,,,,,,,,,,,,Tribosphenomys,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"Mammals, placental (rodents)",
565,Nature,"Australopithecus ramidus, a new species of early hominid from Aramis, Ethiopia",1994,10.1038/371306a0,Australopithecus ramidus,Ethiopia,Cenozoic,Pliocene,Australopithecus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Catarrhini,Hominoidea,Hominidae,Homininae,Hominini,Australopithecus,,,,,,,,,,,,,Australopithecus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",
566,Nature,An Early Jurassic caecilian with limbs,1993,10.1038/365246a0,Eocaecilia micropodia,United States of America,Mesozoic,Jurassic,Eocaecilia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Amphibia,Temnospondyli,Lissamphibia,Gymnophionomorpha,Eocaecilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eocaecilia,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Amphibians and friends,
567,Nature,Earliest-known uniramous arthropod,1990,10.1038/343163a0,Cambropodus gracilis,United States of America,Paleozoic,Cambrian,Cambropodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Myriapoda,Cambropodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambropodus,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),
568,Nature,A unique multitoothed ornithomimosaur dinosaur from the Lower Cretaceous of Spain,1994,10.1038/370363a0,Pelecanimimus polyodon,Spain,Mesozoic,Cretaceous,Pelecanimimus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptoriformes,Arctometatarsalia,Ornithomimosauria,Pelecanimimus,,,,,,,,,,,,Pelecanimimus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",
569,Nature,The most ancient African turtle,1994,10.1038/369055a0,Australochelys africanus,South Africa,Mesozoic,Jurassic,Australochelys,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Testudinata,Australochelys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australochelys,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Turtles,
570,Nature,A Cambrian gilled lobopod from Greenland,1993,10.1038/364709a0,Kerygmachela kierkegaardi,Greenland,Paleozoic,Cambrian,Kerygmachela,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Radiodonta,Kerygmachela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerygmachela,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),
571,Nature,Oldest known amphisbaenian from the Upper Cretaceous of Chinese Inner Mongolia,1993,10.1038/366057a0,Sineoamphisbaena hexatabularis,Mongolia,Mesozoic,Cretaceous,Sineoamphisbaena,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Squamata,Scincomorpha,Polyglyphanodontia,Polyglyphanodontidae,Sineoamphisbaena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sineoamphisbaena,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Squamates,
572,Nature,Earliest known simian primate found in Algeria,1992,10.1038/357324a0,Algeripithecus minutus,Algeria,Cenozoic,Eocene,Algeripithecus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Strepsirrhini,Azibiidae,Algeripithecus,,,,,,,,,,,,,,,,,,Algeripithecus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",
573,Nature,A new carnivorous marsupial from the Palaeocene of Bolivia and the problem of marsupial monophyly,1994,10.1038/370208a0,Mayulestes ferox,Bolivia,Cenozoic,Paleocene,Mayulestes,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Metatheria,Mayulestidae,Mayulestes,,,,,,,,,,,,,,,,,,,,,,,,Mayulestes,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Mammals (misc. therian mammals),
574,Nature,Earliest known Australian Tertiary mammal fauna,1992,10.1038/356514a0,Tingamarra porterorum,Australia,Cenozoic,Eocene,Tingamarra,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Tingamarra,,,,,,,,,,,,,,,,,,,,,,,,Tingamarra,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,"Mammals, placental (other)",
575,Nature,Walrus-like feeding adaptation in a new cetacean from the Pliocene of Peru,1993,10.1038/365745a0,Odobenocetops peruvianus,Peru,Cenozoic,Pliocene,Odobenocetops,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Whippomorpha,Cetacea,Pelagiceti,Neoceti,Odontoceti,Delphinida,Delphinoidea,Odobenocetopsidae,Odobenocetops,,,,,,,,,,Odobenocetops,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,"Mammals, placental (artiodactyls)",
576,Nature,A new link between theropods and birds from the Cretaceous of Mongolia,1992,10.1038/359821a0,Archaeornithoides deinosauriscus,Mongolia,Mesozoic,Cretaceous,Archaeornithoides,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Paraves,Deinonychosauria,Troodontidae,Archaeornithoides,,,,,,,,,,,Archaeornithoides,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",
577,Nature,Venom-conducting teeth in a Triassic reptile,1991,10.1038/351141a0,Uatchitodon kroehleri,United States of America,Mesozoic,Triassic,Uatchitodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Uatchitodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uatchitodon,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Early archosauromorphs,
578,Nature,"Otavipithecus namibiensis, first Miocene hominoid from southern Africa",1992,10.1038/356144a0,Otavipithecus namibiensis,Namibia,Cenozoic,Miocene,Otavipithecus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Catarrhini,Hominoidea,Hominidae,Dryopithecinae,Afropithecini,Otavipithecus,,,,,,,,,,,,,Otavipithecus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",
579,Nature,The oldest articulated bony fish from the early Silurian period,2026,10.1038/s41586-026-10125-2,Eosteus chongqingensis,China,Paleozoic,Silurian,Eosteus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Eosteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eosteus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (misc. fish),2020-2026
580,PNAS,Unusual bone bed reveals a vertebrate community with pterosaurs and turtles in equatorial Pangaea before the end-Triassic extinction,2025,10.1073/pnas.2505513122,Eotephradactylus mcintireae,United States of America,Mesozoic,Triassic,Eotephradactylus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Pterosauromorpha,Pterosauria,Eotephradactylus,,,,,,,,,,,,,,,,,,,,,,Eotephradactylus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pterosaurs,2020-2026
581,PNAS,Phosphatic stromatoporoid sponges formed reefs ~480 Mya,2025,10.1073/pnas.2426105122,Lophiostroma leizunia,China,Paleozoic,Ordovician,Lophiostroma,Life,Eucarya,Opisthokonta,Animalia,Porifera,Stromatoporoidea,Labechiida,Lophiostromatidae,Lophiostroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lophiostroma,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-bilaterian metazoans,2020-2026
582,PNAS,An eosimiid primate of South Asian affinities in the Paleogene of Western Amazonia and the origin of New World monkeys,2023,10.1073/pnas.2301338120,Ashaninkacebus simpsoni,Brazil,Cenozoic,,Ashaninkacebus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Eosimiidae,Ashaninkacebus,,,,,,,,,,,,,,,,,Ashaninkacebus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2020-2026
